,Company,Job,Experience,Salary,Location,Skills
2599,Axtria India Pvt. Ltd.,Axtria - AI/ML Lead Manager - Python/Deep Learning (6-10 yrs),6-10 Yrs,N/A,"Noida, Gurgaon/Gurugram, Bengaluru/Bangalore
													+2 more","Python, PySpark, Artificial Intelligence"
2600,Gi Group (Elixir Consulting),Data Scientist -  Insurance (4-8 yrs),4-8 Yrs,N/A,"Delhi Ncr, Gurgaon/Gurugram, Noida","Data Science, Data Visualization, Machine Learning"
2601,CarbyneTech India,Splunk Developer - SQL / Data Science,1-3 Yrs,N/A,Hyderabad/Secunderabad,"Data Science, Java, software development"
2602,Fugetron Corporation,Jr. Python Developer ( Data Science knowledge ),0-2 Yrs,N/A,Mumbai,"Tensorflow, Data Science, Sklearn"
2603,Copeland,Data Science Engineer,1-7 Yrs,N/A,Pune,"Data analysis, SQL, Data processing"
2604,Axtria India Pvt. Ltd.,Axtria - AI/ML Lead Manager - Python/Deep Learning (6-10 yrs),6-10 Yrs,N/A,"Noida, Gurgaon/Gurugram, Bengaluru/Bangalore
													+2 more","Python, PySpark, Artificial Intelligence"
2605,Axtria India Pvt. Ltd.,Axtria - Manager/Senior Manager - Data Science (8-12 yrs),8-12 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Data Science, Artificial Intelligence, Machine Learning"
2606,Gi Group (Elixir Consulting),Data Scientist -  Insurance (4-8 yrs),4-8 Yrs,N/A,"Delhi Ncr, Gurgaon/Gurugram, Noida","Data Science, Data Visualization, Machine Learning"
2607,CarbyneTech India,Splunk Developer - SQL / Data Science,1-3 Yrs,N/A,Hyderabad/Secunderabad,"Data Science, Java, software development"
2608,Fugetron Corporation,Jr. Python Developer ( Data Science knowledge ),0-2 Yrs,N/A,Mumbai,"Tensorflow, Data Science, Sklearn"
2609,Copeland,Data Science Engineer,1-7 Yrs,N/A,Pune,"Data analysis, SQL, Data processing"
2610,Axtria India Pvt. Ltd.,Axtria - AI/ML Lead Manager - Python/Deep Learning (6-10 yrs),6-10 Yrs,N/A,"Noida, Gurgaon/Gurugram, Bengaluru/Bangalore
													+2 more","Python, PySpark, Artificial Intelligence"
2611,Axtria India Pvt. Ltd.,Axtria - Manager/Senior Manager - Data Science (8-12 yrs),8-12 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Data Science, Artificial Intelligence, Machine Learning"
2612,Axtria India Pvt. Ltd.,Axtria - Manager/Senior Manager - Machine Learning Operations (8-12 yrs),8-12 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Machine Learning, AWS, Azure"
2613,Gi Group (Elixir Consulting),Data Scientist -  Insurance (4-8 yrs),4-8 Yrs,N/A,"Delhi Ncr, Gurgaon/Gurugram, Noida","Data Science, Data Visualization, Machine Learning"
2614,CarbyneTech India,Splunk Developer - SQL / Data Science,1-3 Yrs,N/A,Hyderabad/Secunderabad,"Data Science, Java, software development"
2615,Fugetron Corporation,Jr. Python Developer ( Data Science knowledge ),0-2 Yrs,N/A,Mumbai,"Tensorflow, Data Science, Sklearn"
2616,Copeland,Data Science Engineer,1-7 Yrs,N/A,Pune,"Data analysis, SQL, Data processing"
2617,Axtria India Pvt. Ltd.,Axtria - AI/ML Lead Manager - Python/Deep Learning (6-10 yrs),6-10 Yrs,N/A,"Noida, Gurgaon/Gurugram, Bengaluru/Bangalore
													+2 more","Python, PySpark, Artificial Intelligence"
2618,Axtria India Pvt. Ltd.,Axtria - Manager/Senior Manager - Data Science (8-12 yrs),8-12 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Data Science, Artificial Intelligence, Machine Learning"
2619,Axtria India Pvt. Ltd.,Axtria - Manager/Senior Manager - Machine Learning Operations (8-12 yrs),8-12 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Machine Learning, AWS, Azure"
2620,Axtria India Pvt. Ltd.,Axtria - Director/Senior Director - Data Science (10-15 yrs),10-15 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Data Science, Data Modeling, Data Pipeline"
2621,Gi Group (Elixir Consulting),Data Scientist -  Insurance (4-8 yrs),4-8 Yrs,N/A,"Delhi Ncr, Gurgaon/Gurugram, Noida","Data Science, Data Visualization, Machine Learning"
2622,CarbyneTech India,Splunk Developer - SQL / Data Science,1-3 Yrs,N/A,Hyderabad/Secunderabad,"Data Science, Java, software development"
2623,Fugetron Corporation,Jr. Python Developer ( Data Science knowledge ),0-2 Yrs,N/A,Mumbai,"Tensorflow, Data Science, Sklearn"
2624,Copeland,Data Science Engineer,1-7 Yrs,N/A,Pune,"Data analysis, SQL, Data processing"
2625,Axtria India Pvt. Ltd.,Axtria - AI/ML Lead Manager - Python/Deep Learning (6-10 yrs),6-10 Yrs,N/A,"Noida, Gurgaon/Gurugram, Bengaluru/Bangalore
													+2 more","Python, PySpark, Artificial Intelligence"
2626,Axtria India Pvt. Ltd.,Axtria - Manager/Senior Manager - Data Science (8-12 yrs),8-12 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Data Science, Artificial Intelligence, Machine Learning"
2627,Axtria India Pvt. Ltd.,Axtria - Manager/Senior Manager - Machine Learning Operations (8-12 yrs),8-12 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Machine Learning, AWS, Azure"
2628,Axtria India Pvt. Ltd.,Axtria - Director/Senior Director - Data Science (10-15 yrs),10-15 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Data Science, Data Modeling, Data Pipeline"
2629,Gi Group,Data Science Role  - Cloud Technologies (4-10 yrs),4-10 Yrs,N/A,Gurgaon/Gurugram,"Analytics, Data Analytics, SQL"
2630,Gi Group (Elixir Consulting),Data Scientist -  Insurance (4-8 yrs),4-8 Yrs,N/A,"Delhi Ncr, Gurgaon/Gurugram, Noida","Data Science, Data Visualization, Machine Learning"
2631,CarbyneTech India,Splunk Developer - SQL / Data Science,1-3 Yrs,N/A,Hyderabad/Secunderabad,"Data Science, Java, software development"
2632,Fugetron Corporation,Jr. Python Developer ( Data Science knowledge ),0-2 Yrs,N/A,Mumbai,"Tensorflow, Data Science, Sklearn"
2633,Copeland,Data Science Engineer,1-7 Yrs,N/A,Pune,"Data analysis, SQL, Data processing"
2634,Axtria India Pvt. Ltd.,Axtria - AI/ML Lead Manager - Python/Deep Learning (6-10 yrs),6-10 Yrs,N/A,"Noida, Gurgaon/Gurugram, Bengaluru/Bangalore
													+2 more","Python, PySpark, Artificial Intelligence"
2635,Axtria India Pvt. Ltd.,Axtria - Manager/Senior Manager - Data Science (8-12 yrs),8-12 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Data Science, Artificial Intelligence, Machine Learning"
2636,Axtria India Pvt. Ltd.,Axtria - Manager/Senior Manager - Machine Learning Operations (8-12 yrs),8-12 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Machine Learning, AWS, Azure"
2637,Axtria India Pvt. Ltd.,Axtria - Director/Senior Director - Data Science (10-15 yrs),10-15 Yrs,N/A,"Noida, Gurgaon/Gurugram, Pune
													+2 more","Data Science, Data Modeling, Data Pipeline"
2638,Gi Group,Data Science Role  - Cloud Technologies (4-10 yrs),4-10 Yrs,N/A,Gurgaon/Gurugram,"Analytics, Data Analytics, SQL"
2639,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2640,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2641,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2642,Quess corp,Data Science Role (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Analytics, Data Analytics"
2643,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2644,Quess corp,Data Science Role (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Analytics, Data Analytics"
2645,Quess corp,Software Engineer - Predictive Analytics/Artificial Intelligence (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Python, R"
2646,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2647,Quess corp,Data Science Role (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Analytics, Data Analytics"
2648,Quess corp,Software Engineer - Predictive Analytics/Artificial Intelligence (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Python, R"
2649,Quess corp,Advanced Analytics Engineer - NLP/Machine Learning (8-15 yrs),8-15 Yrs,N/A,Hyderabad/Secunderabad,"Analytics, Artificial Intelligence, Machine Learning"
2650,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2651,Quess corp,Data Science Role (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Analytics, Data Analytics"
2652,Quess corp,Software Engineer - Predictive Analytics/Artificial Intelligence (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Python, R"
2653,Quess corp,Advanced Analytics Engineer - NLP/Machine Learning (8-15 yrs),8-15 Yrs,N/A,Hyderabad/Secunderabad,"Analytics, Artificial Intelligence, Machine Learning"
2654,Quess Corp Limitedd,Data Scientist - NLP/Python (6-8 yrs),6-8 Yrs,N/A,N/A,N/A
2655,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2656,Quess corp,Data Science Role (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Analytics, Data Analytics"
2657,Quess corp,Software Engineer - Predictive Analytics/Artificial Intelligence (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Python, R"
2658,Quess corp,Advanced Analytics Engineer - NLP/Machine Learning (8-15 yrs),8-15 Yrs,N/A,Hyderabad/Secunderabad,"Analytics, Artificial Intelligence, Machine Learning"
2659,Quess Corp Limitedd,Data Scientist - NLP/Python (6-8 yrs),6-8 Yrs,N/A,N/A,N/A
2660,Cognizant Technology Solutions,Cognizant - Machine Learning Engineer - Data Science (3-6 yrs),3-6 Yrs,N/A,N/A,N/A
2661,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2662,Quess corp,Data Science Role (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Analytics, Data Analytics"
2663,Quess corp,Software Engineer - Predictive Analytics/Artificial Intelligence (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Python, R"
2664,Quess corp,Advanced Analytics Engineer - NLP/Machine Learning (8-15 yrs),8-15 Yrs,N/A,Hyderabad/Secunderabad,"Analytics, Artificial Intelligence, Machine Learning"
2665,Quess Corp Limitedd,Data Scientist - NLP/Python (6-8 yrs),6-8 Yrs,N/A,N/A,N/A
2666,Cognizant Technology Solutions,Cognizant - Machine Learning Engineer - Data Science (3-6 yrs),3-6 Yrs,N/A,N/A,N/A
2667,HDFC Bank,HDFC Bank - Data Scientist - Marketing Vertical (3-7 yrs),3-7 Yrs,N/A,Mumbai,"Data Science, Data Scientist, Data Management"
2668,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2669,Quess corp,Data Science Role (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Analytics, Data Analytics"
2670,Quess corp,Software Engineer - Predictive Analytics/Artificial Intelligence (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Python, R"
2671,Quess corp,Advanced Analytics Engineer - NLP/Machine Learning (8-15 yrs),8-15 Yrs,N/A,Hyderabad/Secunderabad,"Analytics, Artificial Intelligence, Machine Learning"
2672,Quess Corp Limitedd,Data Scientist - NLP/Python (6-8 yrs),6-8 Yrs,N/A,N/A,N/A
2673,Cognizant Technology Solutions,Cognizant - Machine Learning Engineer - Data Science (3-6 yrs),3-6 Yrs,N/A,N/A,N/A
2674,HDFC Bank,HDFC Bank - Data Scientist - Marketing Vertical (3-7 yrs),3-7 Yrs,N/A,Mumbai,"Data Science, Data Scientist, Data Management"
2675,Atos Global IT Solutions & Services Pvt Ltd,Atos - Machine Learning Engineer - Python/Data Modeling (6-8 yrs),6-8 Yrs,N/A,"Chennai, Mumbai, Pune
													+1 more","Python, Machine Learning, Data Science"
2676,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2677,Quess corp,Data Science Role (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Analytics, Data Analytics"
2678,Quess corp,Software Engineer - Predictive Analytics/Artificial Intelligence (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Python, R"
2679,Quess corp,Advanced Analytics Engineer - NLP/Machine Learning (8-15 yrs),8-15 Yrs,N/A,Hyderabad/Secunderabad,"Analytics, Artificial Intelligence, Machine Learning"
2680,Quess Corp Limitedd,Data Scientist - NLP/Python (6-8 yrs),6-8 Yrs,N/A,N/A,N/A
2681,Cognizant Technology Solutions,Cognizant - Machine Learning Engineer - Data Science (3-6 yrs),3-6 Yrs,N/A,N/A,N/A
2682,HDFC Bank,HDFC Bank - Data Scientist - Marketing Vertical (3-7 yrs),3-7 Yrs,N/A,Mumbai,"Data Science, Data Scientist, Data Management"
2683,Atos Global IT Solutions & Services Pvt Ltd,Atos - Machine Learning Engineer - Python/Data Modeling (6-8 yrs),6-8 Yrs,N/A,"Chennai, Mumbai, Pune
													+1 more","Python, Machine Learning, Data Science"
2684,Get My Parking,Get My Parking - Principal Data Scientist - R/Python (5-15 yrs),5-15 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Machine Learning"
2685,MetLife,Assistant Manager- Technology Services,5-8 Yrs,₹ 8 - 24.1L/yr (AmbitionBox estimate),Noida,"Data analytics, Analytics, SQL"
2686,Quess corp,Data Science Role (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Analytics, Data Analytics"
2687,Quess corp,Software Engineer - Predictive Analytics/Artificial Intelligence (4-13 yrs),4-13 Yrs,N/A,Delhi NCR,"Data Science, Python, R"
2688,Quess corp,Advanced Analytics Engineer - NLP/Machine Learning (8-15 yrs),8-15 Yrs,N/A,Hyderabad/Secunderabad,"Analytics, Artificial Intelligence, Machine Learning"
2689,Quess Corp Limitedd,Data Scientist - NLP/Python (6-8 yrs),6-8 Yrs,N/A,N/A,N/A
2690,Cognizant Technology Solutions,Cognizant - Machine Learning Engineer - Data Science (3-6 yrs),3-6 Yrs,N/A,N/A,N/A
2691,HDFC Bank,HDFC Bank - Data Scientist - Marketing Vertical (3-7 yrs),3-7 Yrs,N/A,Mumbai,"Data Science, Data Scientist, Data Management"
2692,Atos Global IT Solutions & Services Pvt Ltd,Atos - Machine Learning Engineer - Python/Data Modeling (6-8 yrs),6-8 Yrs,N/A,"Chennai, Mumbai, Pune
													+1 more","Python, Machine Learning, Data Science"
2693,Get My Parking,Get My Parking - Principal Data Scientist - R/Python (5-15 yrs),5-15 Yrs,N/A,Bengaluru/Bangalore,"Data Science, Data Scientist, Machine Learning"
2694,Itvedant Education Pvt. Ltd,It Trainer,1-6 Yrs,₹ 2.5 - 7.5L/yr,"Navi Mumbai, Mumbai, Thane","Data Science, Java, Aws Cloud"
2695,Itvedant Education Pvt Ltd,Coding Trainer,1-6 Yrs,₹ 2 - 7L/yr,"Navi Mumbai, Thane, Mumbai","Coaching, Natural Language Processing, Machine Learning"
2696,Itvedant Education Pvt Ltd,Coding Trainer,1-6 Yrs,₹ 2 - 7L/yr,"Navi Mumbai, Thane, Mumbai","Coaching, Natural Language Processing, Machine Learning"
2697,Koireader Technologies,Computer Vision Engineer,2-5 Yrs,N/A,Bengaluru/Bangalore,"Algorithm Development, Data Structures, Artificial Intelligence"
2698,Itvedant Education Pvt Ltd,Coding Trainer,1-6 Yrs,₹ 2 - 7L/yr,"Navi Mumbai, Thane, Mumbai","Coaching, Natural Language Processing, Machine Learning"
2699,Koireader Technologies,Computer Vision Engineer,2-5 Yrs,N/A,Bengaluru/Bangalore,"Algorithm Development, Data Structures, Artificial Intelligence"
2700,Glance IT Solution,Product Manager,6-8 Yrs,N/A,Bengaluru/Bangalore,"Gaming, Analytical, Operations"
2701,Itvedant Education Pvt Ltd,Coding Trainer,1-6 Yrs,₹ 2 - 7L/yr,"Navi Mumbai, Thane, Mumbai","Coaching, Natural Language Processing, Machine Learning"
2702,Koireader Technologies,Computer Vision Engineer,2-5 Yrs,N/A,Bengaluru/Bangalore,"Algorithm Development, Data Structures, Artificial Intelligence"
2703,Glance IT Solution,Product Manager,6-8 Yrs,N/A,Bengaluru/Bangalore,"Gaming, Analytical, Operations"
2704,GI Grroup,Data Scientist - Insurance (5-9 yrs),5-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Management"
2705,Itvedant Education Pvt Ltd,Coding Trainer,1-6 Yrs,₹ 2 - 7L/yr,"Navi Mumbai, Thane, Mumbai","Coaching, Natural Language Processing, Machine Learning"
2706,Koireader Technologies,Computer Vision Engineer,2-5 Yrs,N/A,Bengaluru/Bangalore,"Algorithm Development, Data Structures, Artificial Intelligence"
2707,Glance IT Solution,Product Manager,6-8 Yrs,N/A,Bengaluru/Bangalore,"Gaming, Analytical, Operations"
2708,GI Grroup,Data Scientist - Insurance (5-9 yrs),5-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Management"
2709,TechCiti Software Consulting Pvt Ltd,Python/Machine Learning/AI Internship(For pursuing students),Bengaluru/Bangalore,N/A,N/A,N/A
2710,Itvedant Education Pvt Ltd,Coding Trainer,1-6 Yrs,₹ 2 - 7L/yr,"Navi Mumbai, Thane, Mumbai","Coaching, Natural Language Processing, Machine Learning"
2711,Koireader Technologies,Computer Vision Engineer,2-5 Yrs,N/A,Bengaluru/Bangalore,"Algorithm Development, Data Structures, Artificial Intelligence"
2712,Glance IT Solution,Product Manager,6-8 Yrs,N/A,Bengaluru/Bangalore,"Gaming, Analytical, Operations"
2713,GI Grroup,Data Scientist - Insurance (5-9 yrs),5-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Management"
2714,TechCiti Software Consulting Pvt Ltd,Python/Machine Learning/AI Internship(For pursuing students),Bengaluru/Bangalore,N/A,N/A,N/A
2715,TechCiti Software Consulting Pvt Ltd,BE/BTech IT-Internship(For pursuing Students),Bengaluru/Bangalore,N/A,N/A,N/A
2716,Itvedant Education Pvt Ltd,Coding Trainer,1-6 Yrs,₹ 2 - 7L/yr,"Navi Mumbai, Thane, Mumbai","Coaching, Natural Language Processing, Machine Learning"
2717,Koireader Technologies,Computer Vision Engineer,2-5 Yrs,N/A,Bengaluru/Bangalore,"Algorithm Development, Data Structures, Artificial Intelligence"
2718,Glance IT Solution,Product Manager,6-8 Yrs,N/A,Bengaluru/Bangalore,"Gaming, Analytical, Operations"
2719,GI Grroup,Data Scientist - Insurance (5-9 yrs),5-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Management"
2720,TechCiti Software Consulting Pvt Ltd,Python/Machine Learning/AI Internship(For pursuing students),Bengaluru/Bangalore,N/A,N/A,N/A
2721,TechCiti Software Consulting Pvt Ltd,BE/BTech IT-Internship(For pursuing Students),Bengaluru/Bangalore,N/A,N/A,N/A
2722,Mahindra Finance,Mahindra Finance - Lead - Data Sciences (8-12 yrs),8-12 Yrs,N/A,Mumbai,"Data Analytics, Data Warehousing, Big Data"
2723,Itvedant Education Pvt Ltd,Coding Trainer,1-6 Yrs,₹ 2 - 7L/yr,"Navi Mumbai, Thane, Mumbai","Coaching, Natural Language Processing, Machine Learning"
2724,Koireader Technologies,Computer Vision Engineer,2-5 Yrs,N/A,Bengaluru/Bangalore,"Algorithm Development, Data Structures, Artificial Intelligence"
2725,Glance IT Solution,Product Manager,6-8 Yrs,N/A,Bengaluru/Bangalore,"Gaming, Analytical, Operations"
2726,GI Grroup,Data Scientist - Insurance (5-9 yrs),5-9 Yrs,N/A,Gurgaon/Gurugram,"Data Science, Data Scientist, Data Management"
2727,TechCiti Software Consulting Pvt Ltd,Python/Machine Learning/AI Internship(For pursuing students),Bengaluru/Bangalore,N/A,N/A,N/A
2728,TechCiti Software Consulting Pvt Ltd,BE/BTech IT-Internship(For pursuing Students),Bengaluru/Bangalore,N/A,N/A,N/A
2729,Mahindra Finance,Mahindra Finance - Lead - Data Sciences (8-12 yrs),8-12 Yrs,N/A,Mumbai,"Data Analytics, Data Warehousing, Big Data"
2730,Oracle,Oracle - Audit Analytics Role - Corporate Audit Function - Business Assessment & Audit (4-8 yrs),4-8 Yrs,N/A,Bengaluru/Bangalore,"Analytics, Data Analytics, Data Science"
2731,Itvedant Education Pvt Ltd,Coding Trainer,1-6 Yrs,₹ 2 - 7L/yr,"Navi Mumbai, Thane, Mumbai","Coaching, Natural Language Processing, Machine Learning"
2732,Koireader Technologies,Computer Vision Engineer,2-5 Yrs,N/A,Bengaluru/Bangalore,"Algorithm Development, Data Structures, Artificial Intelligence"
2733,Glance IT Solution,Product Manager,6-8 Yrs,N/A,Bengaluru/Bangalore,"Gaming, Analytical, Operations"
